feature_name,source_factor,usage_type,catalog_direction,resolved_direction,direction_source,train_rank_ic,fold_id,test_year,selected,selection_reason,max_abs_corr_vs_selected,min_train_rank_ic,max_pairwise_corr,prior_universe_size,selected_universe_size
tightness_composite__csz,tightness_composite,predictor,1,1,catalog,0.035418175362420666,fold_2023,2023,True,selected,0.60272344617205,0.01,0.7,36,13
price_oi_interaction_20__csz,price_oi_interaction_20,predictor,1,1,catalog,-0.009041595897290283,fold_2023,2023,False,dropped_weak_train_rank_ic,,0.01,0.7,36,13
seasonality_3y__csz,seasonality_3y,predictor,1,1,catalog,-0.022274577207449325,fold_2023,2023,False,dropped_weak_train_rank_ic,,0.01,0.7,36,13
sector_relative_value_60__csz,sector_relative_value_60,predictor,1,1,catalog,-0.00510043341944523,fold_2023,2023,False,dropped_weak_train_rank_ic,,0.01,0.7,36,13
fundamental_composite_news__csz,fundamental_composite_news,predictor,1,1,catalog,0.006164432762190827,fold_2023,2023,False,dropped_weak_train_rank_ic,,0.01,0.7,36,13
fundamental_underreaction__csz,fundamental_underreaction,predictor,1,1,catalog,0.010009797469285202,fold_2023,2023,True,selected,0.3643178630542022,0.01,0.7,36,13
information_consistency__csz,information_consistency,predictor,1,1,catalog,0.034834804058526944,fold_2023,2023,False,dropped_high_corr,0.9691897553046109,0.01,0.7,36,13
information_divergence__csz,information_divergence,predictor,0,1,train_rank_ic,0.03890389299029621,fold_2023,2023,True,selected,0.0,0.01,0.7,36,13
warehouse_surprise__csz,warehouse_surprise,predictor,1,1,catalog,0.009597311490011003,fold_2023,2023,False,dropped_weak_train_rank_ic,,0.01,0.7,36,13
momentum_quality_60__csz,momentum_quality_60,predictor,1,1,catalog,-0.018593737863555785,fold_2023,2023,False,dropped_weak_train_rank_ic,,0.01,0.7,36,13
vol_managed_momentum__csz,vol_managed_momentum,predictor,1,1,catalog,0.01314728351673238,fold_2023,2023,True,selected,0.34988471157033557,0.01,0.7,36,13
term_structure_slope__csz,term_structure_slope,predictor,1,1,catalog,0.02848648546360981,fold_2023,2023,True,selected,0.502784757473613,0.01,0.7,36,13
term_structure_momentum__csz,term_structure_momentum,predictor,1,1,catalog,0.012665286569838882,fold_2023,2023,True,selected,0.5768338962731697,0.01,0.7,36,13
term_structure_acceleration__csz,term_structure_acceleration,predictor,1,1,catalog,0.017883399355690596,fold_2023,2023,True,selected,0.22727352202784087,0.01,0.7,36,13
basis_surprise__csz,basis_surprise,predictor,1,1,catalog,0.0008164099389567025,fold_2023,2023,False,dropped_weak_train_rank_ic,,0.01,0.7,36,13
inventory_acceleration__csz,inventory_acceleration,predictor,1,1,catalog,0.011664486260474996,fold_2023,2023,True,selected,0.3740688936739233,0.01,0.7,36,13
inventory_price_divergence__csz,inventory_price_divergence,predictor,1,1,catalog,0.016838843979291238,fold_2023,2023,True,selected,0.17913350808993175,0.01,0.7,36,13
volume_price_divergence_20__csz,volume_price_divergence_20,predictor,0,1,train_rank_ic,0.004444774996155908,fold_2023,2023,False,dropped_weak_train_rank_ic,,0.01,0.7,36,13
momentum_carry_interaction__csz,momentum_carry_interaction,predictor,0,1,train_rank_ic,0.005744841358183527,fold_2023,2023,False,dropped_weak_train_rank_ic,,0.01,0.7,36,13
nonlinear_tightness__csz,nonlinear_tightness,predictor,1,1,catalog,0.03533895890190061,fold_2023,2023,False,dropped_high_corr,0.9995638743327886,0.01,0.7,36,13
tsmom_60__csz,tsmom_60,predictor,1,1,catalog,-0.018621660658950902,fold_2024,2024,False,dropped_weak_train_rank_ic,,0.01,0.7,36,11
csmom_60__csz,csmom_60,predictor,1,1,catalog,-0.020844651699276122,fold_2024,2024,False,dropped_weak_train_rank_ic,,0.01,0.7,36,11
trend_efficiency_60__csz,trend_efficiency_60,predictor,0,-1,train_rank_ic,0.0009630051840154996,fold_2024,2024,False,dropped_weak_train_rank_ic,,0.01,0.7,36,11
multi_horizon_trend__csz,multi_horizon_trend,predictor,1,1,catalog,-0.01071568123584255,fold_2024,2024,False,dropped_weak_train_rank_ic,,0.01,0.7,36,11
carry_annualized__csz,carry_annualized,predictor,1,1,catalog,0.018226552671645652,fold_2024,2024,False,dropped_high_corr,0.7338509238168892,0.01,0.7,36,11
carry_change_20__csz,carry_change_20,predictor,1,1,catalog,-0.00249394971276301,fold_2024,2024,False,dropped_weak_train_rank_ic,,0.01,0.7,36,11
basis_fresh__csz,basis_fresh,predictor,1,1,catalog,0.02809667991779481,fold_2024,2024,True,selected,0.5999610911081916,0.01,0.7,36,11
basis_shock_20__csz,basis_shock_20,predictor,1,1,catalog,0.004348954058091409,fold_2024,2024,False,dropped_weak_train_rank_ic,,0.01,0.7,36,11
basis_momentum_20__csz,basis_momentum_20,predictor,1,1,catalog,-0.015931294105203074,fold_2024,2024,False,dropped_weak_train_rank_ic,,0.01,0.7,36,11
curve_curvature__csz,curve_curvature,predictor,0,-1,train_rank_ic,0.0013710647406331472,fold_2024,2024,False,dropped_weak_train_rank_ic,,0.01,0.7,36,11
value_252__csz,value_252,predictor,1,1,catalog,0.022951517759424476,fold_2024,2024,True,selected,0.41292564265573567,0.01,0.7,36,11
short_reversal_5__csz,short_reversal_5,predictor,1,1,catalog,0.009552208896596633,fold_2024,2024,False,dropped_weak_train_rank_ic,,0.01,0.7,36,11
inventory_scarcity__csz,inventory_scarcity,predictor,1,1,catalog,0.004646411386487199,fold_2024,2024,False,dropped_weak_train_rank_ic,,0.01,0.7,36,11
inventory_change_5__csz,inventory_change_5,predictor,1,1,catalog,0.012259878610714306,fold_2024,2024,True,selected,0.6911851564407779,0.01,0.7,36,11
inventory_surprise__csz,inventory_surprise,predictor,1,1,catalog,0.007979880099667302,fold_2024,2024,False,dropped_weak_train_rank_ic,,0.01,0.7,36,11
warehouse_tightness__csz,warehouse_tightness,predictor,1,1,catalog,0.02920228943820388,fold_2024,2024,False,dropped_high_corr,0.7126158941995993,0.01,0.7,36,11
tightness_composite__csz,tightness_composite,predictor,1,1,catalog,0.030036573324011388,fold_2024,2024,False,dropped_high_corr,0.9995248631747383,0.01,0.7,36,11
price_oi_interaction_20__csz,price_oi_interaction_20,predictor,1,1,catalog,-0.005213608072326975,fold_2024,2024,False,dropped_weak_train_rank_ic,,0.01,0.7,36,11
seasonality_3y__csz,seasonality_3y,predictor,1,1,catalog,-0.018728927825807408,fold_2024,2024,False,dropped_weak_train_rank_ic,,0.01,0.7,36,11
sector_relative_value_60__csz,sector_relative_value_60,predictor,1,1,catalog,-0.004741454214460921,fold_2024,2024,False,dropped_weak_train_rank_ic,,0.01,0.7,36,11
fundamental_composite_news__csz,fundamental_composite_news,predictor,1,1,catalog,0.005400567053773519,fold_2024,2024,False,dropped_weak_train_rank_ic,,0.01,0.7,36,11
fundamental_underreaction__csz,fundamental_underreaction,predictor,1,1,catalog,0.008257558707550374,fold_2024,2024,False,dropped_weak_train_rank_ic,,0.01,0.7,36,11
information_consistency__csz,information_consistency,predictor,1,1,catalog,0.029294724331290933,fold_2024,2024,False,dropped_high_corr,0.9685454153633576,0.01,0.7,36,11
information_divergence__csz,information_divergence,predictor,0,1,train_rank_ic,0.0345043534771553,fold_2024,2024,True,selected,0.0,0.01,0.7,36,11
warehouse_surprise__csz,warehouse_surprise,predictor,1,1,catalog,0.011333407977297344,fold_2024,2024,True,selected,0.24599558687286982,0.01,0.7,36,11
momentum_quality_60__csz,momentum_quality_60,predictor,1,1,catalog,-0.018866952901339343,fold_2024,2024,False,dropped_weak_train_rank_ic,,0.01,0.7,36,11
vol_managed_momentum__csz,vol_managed_momentum,predictor,1,1,catalog,0.00875817444413445,fold_2024,2024,False,dropped_weak_train_rank_ic,,0.01,0.7,36,11
term_structure_slope__csz,term_structure_slope,predictor,1,1,catalog,0.023375693626831066,fold_2024,2024,True,selected,0.5121346865930799,0.01,0.7,36,11
term_structure_momentum__csz,term_structure_momentum,predictor,1,1,catalog,0.012566835892227847,fold_2024,2024,True,selected,0.5821323593053156,0.01,0.7,36,11
term_structure_acceleration__csz,term_structure_acceleration,predictor,1,1,catalog,0.017373411725821176,fold_2024,2024,True,selected,0.22132222808128393,0.01,0.7,36,11
basis_surprise__csz,basis_surprise,predictor,1,1,catalog,-0.0007188915447418745,fold_2024,2024,False,dropped_weak_train_rank_ic,,0.01,0.7,36,11
inventory_acceleration__csz,inventory_acceleration,predictor,1,1,catalog,0.010405153486410253,fold_2024,2024,True,selected,0.4417090176936298,0.01,0.7,36,11
inventory_price_divergence__csz,inventory_price_divergence,predictor,1,1,catalog,0.01678670236855355,fold_2024,2024,True,selected,0.18002072261249225,0.01,0.7,36,11
volume_price_divergence_20__csz,volume_price_divergence_20,predictor,0,1,train_rank_ic,0.0032619979028095576,fold_2024,2024,False,dropped_weak_train_rank_ic,,0.01,0.7,36,11
momentum_carry_interaction__csz,momentum_carry_interaction,predictor,0,1,train_rank_ic,0.005973887533340824,fold_2024,2024,False,dropped_weak_train_rank_ic,,0.01,0.7,36,11
nonlinear_tightness__csz,nonlinear_tightness,predictor,1,1,catalog,0.030142598675402237,fold_2024,2024,True,selected,0.6149979081823569,0.01,0.7,36,11
